iter	RMSE
527	0.007189751228
528	0.007181940078
529	0.007170544744
530	0.007163748281
531	0.007158885628
532	0.007149718262
533	0.007138789059
534	0.007129646659
535	0.007125005209
536	0.007114796381
537	0.0071054269
538	0.007099445073
539	0.007095042029
540	0.007086707751
541	0.007080910524
542	0.007077444073
543	0.007069178314
544	0.007061747361
545	0.007055706694
546	0.007050578568
547	0.007040838474
548	0.007036245132
549	0.007030630177
550	0.007017487151
551	0.007008777312
552	0.007000324059
553	0.006992863163
554	0.006987647959
555	0.006979087701
556	0.006966959569
557	0.00695863206
558	0.006953545306
559	0.006942623202
560	0.006937608637
561	0.006932039182
562	0.006925965729
563	0.006916861512
564	0.006909709962
565	0.006902262338
566	0.006896883956
567	0.006891452849
568	0.006885628695
569	0.006877017614
570	0.006874359581
571	0.006865367826
572	0.006860974409
573	0.006854486085
574	0.006851227855
575	0.006846736469
576	0.006840425262
577	0.006831029009
578	0.006826279136
579	0.00682095962
580	0.006812893834
581	0.00680905282
582	0.006802890995
583	0.006796414216
584	0.006789164519
585	0.006779777385
586	0.006769313227
587	0.006759866352
588	0.006751790715
589	0.006743063416
590	0.00673782638
591	0.006733058631
592	0.006725822757
593	0.006720695477
594	0.006715733152
595	0.006703543774
596	0.006697894596
597	0.006694729365
598	0.00668791093
599	0.006683348049
600	0.006678280567
601	0.006673984585
602	0.006671435021
603	0.006666170929
604	0.00666252577
605	0.006657983485
606	0.006654682515
607	0.00665260009
608	0.006650045754
609	0.006646144839
610	0.006640121291
611	0.006633440983
612	0.006627746712
613	0.006622050548
614	0.006618042018
615	0.006610267088
616	0.006601314641
617	0.006596836339
618	0.006592134685
619	0.006587719384
620	0.006580473792
621	0.006576899413
622	0.006572882018
623	0.006568087163
624	0.006563309789
625	0.006560242864
626	0.006556296373
627	0.006548151155
628	0.00654430171
629	0.006540864801
630	0.006538321812
631	0.006534129533
632	0.006530821403
633	0.006527562283
634	0.006521516205
635	0.00651424869
636	0.006510579734
637	0.006505774872
638	0.006502789653
639	0.006497293688
640	0.00649337108
641	0.006486311108
642	0.006482555341
643	0.006478497398
644	0.006474871828
645	0.006467297401
646	0.006464481483
647	0.006459332254
648	0.006453754137
649	0.006451631766
650	0.0064482857
651	0.006445377851
652	0.006439150567
653	0.00643439617
654	0.006426908302
655	0.006421658079
656	0.006413208151
657	0.006410807242
658	0.006406595194
659	0.006401933967
660	0.006397095568
661	0.00639155746
662	0.00638620822
663	0.006382580528
664	0.00637701205
665	0.006373300866
666	0.006367074499
667	0.006362457908
668	0.00635654599
669	0.006353226538
670	0.006348499088
671	0.006346612629
672	0.006342999439
673	0.006337407302
674	0.006328453642
675	0.006321047525
676	0.006316818488
677	0.00631527746
678	0.006311154413
679	0.006306352333
680	0.006302129554
681	0.006298713277
682	0.006292529509
683	0.006284705524
684	0.006277219314
685	0.006274086976
686	0.006270607495
687	0.006268730147
688	0.006266539081
689	0.006261132628
690	0.006258097845
691	0.006255954506
692	0.006252958565
693	0.006246321893
694	0.006241257986
695	0.006238409273
696	0.006234941221
697	0.00623021175
698	0.006224225097
699	0.006220179629
700	0.006216724454
701	0.006211627299
702	0.006207801444
703	0.00620297012
704	0.00619850983
705	0.006192972938
706	0.006188176795
707	0.006184401612
708	0.006180216743
709	0.006175877169
710	0.006169568413
711	0.00616577035
712	0.006160925562
713	0.006155948179
714	0.006152877427
715	0.006147986163
716	0.006143256538
717	0.006137366558
718	0.006130898119
719	0.00612802799
720	0.006123142207
721	0.006119402416
722	0.006116682104
723	0.006112382597
724	0.006106706597
725	0.006101427886
726	0.00609976244
727	0.006096087697
728	0.006091295636
729	0.006085992135
730	0.006082518956
731	0.00607859377
732	0.006076749879
733	0.006073010774
734	0.006067654241
735	0.006063717131
736	0.006058776036
737	0.006054082733
738	0.006050955881
739	0.006046519758
740	0.006044346476
741	0.006040435146
742	0.006035604509
743	0.006032762709
744	0.006029166875
745	0.006025040147
746	0.006022847515
747	0.006018086958
748	0.006014911872
749	0.006011337569
750	0.006005420836
751	0.006002688001
752	0.005998083961
753	0.005994007015
754	0.005990099844
755	0.005981617105
756	0.005975654274
757	0.005972234569
758	0.005967212203
759	0.005962520446
760	0.005958352467
761	0.005953160345
762	0.005949464286
763	0.005945616952
764	0.005942994598
765	0.005941043711
766	0.005938354451
767	0.005936905473
768	0.005934004313
769	0.005928725074
770	0.005923813458
771	0.005920987525
772	0.005915967532
773	0.00591146329
774	0.005908906186
775	0.005903602317
776	0.005902298882
777	0.005900234716
778	0.005895398344
779	0.005891121089
780	0.005888874016
781	0.005886678346
782	0.005883319346
783	0.005879868595
784	0.005876217103
785	0.005872833301
786	0.005868706086
787	0.005866289011
788	0.005862441925
789	0.005859464586
790	0.005855426568
791	0.005854153027
792	0.005850002991
793	0.005846221715
794	0.005842377816
795	0.005837439824
796	0.005833452716
797	0.005829026114
798	0.005826572349
799	0.005823711741
